LWR	fract	aLWR	afract	taxopath
0	0	0.01311	2.223e-05	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Lobochlamys
0.01311	2.223e-05	0.01311	2.223e-05	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Lobochlamys;culleus
0	0	0.00503	8.529e-06	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Ettlia
0.00503	8.529e-06	0.00503	8.529e-06	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Ettlia;minuta
0	0	0.1714	0.0002907	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Fasciculochloris
0.1714	0.0002907	0.1714	0.0002907	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Fasciculochloris;boldii
0	0	-3.62e-17	-6.138e-20	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonas
-3.62e-17	-6.138e-20	-3.62e-17	-6.138e-20	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlamydomonas;Antarctic2E9
0.006202	1.052e-05	1.998	0.003388	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinales
0	0	0.9984	0.001693	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinales;Neochlorosarcina
0.9984	0.001693	0.9984	0.001693	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinales;Neochlorosarcina;negevensis
0	0	0.9938	0.001685	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinopsis
0.9938	0.001685	0.9938	0.001685	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinopsis;delicata
0	0	0.7693	0.001304	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales
0.2299	0.0003898	0.7693	0.001304	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccus
0.432	0.0007326	0.432	0.0007326	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccus;aerius
0.1073	0.000182	0.1073	0.000182	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccus;ruber
0	0	0.947	0.001606	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Gloeocystis
0.947	0.001606	0.947	0.001606	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Gloeocystis;BCP_ZNP21
0	0	0.09322	0.0001581	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae_Sedis
0	0	0.09322	0.0001581	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae_Sedis;Nautococcus
0.09322	0.0001581	0.09322	0.0001581	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Incertae_Sedis;Nautococcus;solutus
0	0	0.6007	0.001018	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinopsis
0.6007	0.001018	0.6007	0.001018	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorosarcinopsis;A_KF2011
0	0	0.2002	0.0003395	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Palmellopsis
0.2002	0.0003395	0.2002	0.0003395	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Palmellopsis;BCP_EM1VF1
0	0	0.9946	0.001686	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Actinochloris
0.9946	0.001686	0.9946	0.001686	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Actinochloris;BCP_LG3VF20
0.4813	0.000816	1	0.001696	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae
0	0	0.07214	0.0001223	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Planophila
0.07214	0.0001223	0.07214	0.0001223	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Planophila;SAG_32_98
0	0	0.4444	0.0007534	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Ulotrichales
0	0	0.4444	0.0007534	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Ulotrichales;Ulothrix
0.4444	0.0007534	0.4444	0.0007534	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Ulotrichales;Ulothrix;zonata
0	0	0.002423	4.108e-06	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Ulvales
0	0	0.002423	4.108e-06	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Ulvales;Ulva
0.002423	4.108e-06	0.002423	4.108e-06	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Ulvophyceae;Ulvales;Ulva;rigida
0.0003083	5.227e-07	5.6	0.009495	Eukaryota;Archaeplastida;Chloroplastida;Charophyta
0	0	5.599	0.009494	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta
0	0	4.6	0.007799	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta
0.000718	1.217e-06	4.6	0.007799	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta
0.7265	0.001232	0.8088	0.001371	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta
0	0	0.01479	2.508e-05	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Pottiales
0	0	0.01479	2.508e-05	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Pottiales;Syntrichia
0.01479	2.508e-05	0.01479	2.508e-05	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Pottiales;Syntrichia;ruralis
0	0	-2.631e-17	-4.461e-20	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Pottiales;Pottia
-2.631e-17	-4.461e-20	-2.631e-17	-4.461e-20	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Pottiales;Pottia;truncata
0	0	0.06747	0.0001144	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Polytrichales
0.06747	0.0001144	0.06747	0.0001144	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Bryophyta;Polytrichales;Viridiplantae
0	0	3.79	0.006427	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta
