LWR	fract	aLWR	afract	taxopath
0	0	-7.301e-18	-1.151e-20	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea;Adinetida;Biomphalaria
-7.301e-18	-1.151e-20	-7.301e-18	-1.151e-20	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea;Adinetida;Biomphalaria;glabrata
0	0	0.01093	1.723e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea;Adinetida;Colobanthus
0.01093	1.723e-05	0.01093	1.723e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea;Adinetida;Colobanthus;quitensis
0	0	0.9966	0.001571	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca
0	0	0.9966	0.001571	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca;Gastropoda
0.8134	0.001282	0.9966	0.001571	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca;Gastropoda;Heterobranchia
0.0002712	4.276e-07	0.0002712	4.276e-07	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca;Gastropoda;Heterobranchia;Arion
0	0	0.183	0.0002886	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca;Gastropoda;Heterobranchia;Acusta
0	0	0.183	0.0002886	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca;Gastropoda;Heterobranchia;Acusta;despecta
0.183	0.0002886	0.183	0.0002886	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Mollusca;Gastropoda;Heterobranchia;Acusta;despecta;sieboldiana
0	0	3.995	0.006298	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida
0	0	3.995	0.006298	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata
0	0	3.995	0.006298	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta
0.0001974	3.112e-07	3.995	0.006298	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta;Haplotaxida
0.3338	0.0005264	0.9992	0.001575	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta;Haplotaxida;Achaeta
0.6653	0.001049	0.6653	0.001049	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta;Haplotaxida;Achaeta;affinis
0.07282	0.0001148	0.9998	0.001576	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta;Haplotaxida;Chamaedrilus
0.927	0.001462	0.927	0.001462	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta;Haplotaxida;Chamaedrilus;cognettii
0.03857	6.081e-05	0.9959	0.00157	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Annelida;Clitellata;Oligochaeta;Haplotaxida;Rhyacodrilus
